car_title,car_price_highlighted,car_km,car_hand,car_fuel,car_engine,car_hp,car_transmission,car_drive,car_color,car_body
"Opel Meriva, 2015",₪ 24 900,146 000 km,2nd hand,Gasoline,1.4 l,120 hp,Automatic,FWD,White,Compact Van
"Kia Picanto, 2013",₪ 17 900,109 000 km,2nd hand,Gasoline,1.0 l,69 hp,Manual,FWD,Red,Mini 5-doors
"Hyundai i30, 2013",₪ 34 900,138 000 km,2nd hand,Gasoline,1.6 l,135 hp,Automatic,FWD,Grey,Estate 5-door
"Chevrolet Malibu, 2010",₪ 19 900,194 000 km,2nd hand,Gasoline,2.4 l,169 hp,Automatic,FWD,White,Sedan
"Ford Focus, 2012",₪ 15 900,193 000 km,3rd hand,Gasoline,1.6 l,125 hp,Robotic,FWD,Silver,Sedan
"SEAT Leon, 2015",₪ 34 900,81 000 km,3rd hand,Gasoline,1.2 l,105 hp,Robotic,FWD,Grey,Estate 5-door
"Hyundai i20, 2012",₪ 23 000,161 000 km,3rd hand,Gasoline,1.4 l,100 hp,Automatic,FWD,White,Mini 5-doors
"Renault Master, 2018",₪ 61 900,146 500 km,1st hand,Diesel,2.3 l,125 hp,Manual,FWD,White,Van Short
"Hyundai i25, 2014",₪ 29 500,167 000 km,2nd hand,Gasoline,1.4 l,100 hp,Automatic,FWD,Silver,Sedan
"Opel Astra, 2016",₪ 28 900,168 000 km,3rd hand,Gasoline,1.4 l,150 hp,Automatic,FWD,White,Estate 5-door
"Toyota Corolla, 2017",₪ 65 000,116 000 km,2nd hand,Gasoline,1.6 l,132 hp,Variable,FWD,Grey,Sedan
"Toyota Auris, 2016",₪ 58 900,67 000 km,2nd hand,Gasoline,1.6 l,132 hp,Variable,FWD,White,Hatchback 5-door
"Mazda CX-5, 2018",₪ 103 900,106 700 km,1st hand,Gasoline,2.0 l,165 hp,Automatic,FWD,Grey,SUV 5-doors
"Skoda Citigo, 2016",₪ 25 900,109 000 km,1st hand,Gasoline,1.0 l,75 hp,Manual,FWD,White,Mini 5-doors
"Suzuki SX4, 2015",₪ 44 900,149 000 km,2nd hand,Gasoline,1.6 l,118 hp,Variable,FWD,Black,SUV 5-doors
"Renault Megane, 2014",₪ 33 500,109 000 km,1st hand,Gasoline,2.0 l,143 hp,Variable,FWD,Grey,Hatchback 3-door
"Ford Focus, 2012",₪ 18 500,126 000 km,2nd hand,Gasoline,1.6 l,125 hp,Robotic,FWD,Grey,Estate 5-door
"Mercedes GLA, 2017",₪ 139 000,58 000 km,3rd hand,Gasoline,1.6 l,156 hp,Robotic,FWD,White,SUV 5-doors
"SEAT Ibiza, 2016",₪ 36 900,168 000 km,2nd hand,Gasoline,1.0 l,110 hp,Robotic,FWD,Grey,Mini 5-doors
"Kia Sportage, 2015",₪ 48 900,141 000 km,2nd hand,Gasoline,1.6 l,133 hp,Automatic,FWD,White,SUV 5-doors
"Suzuki Baleno, 2016",₪ 34 900,138 000 km,2nd hand,Gasoline,1.2 l,90 hp,Automatic,FWD,White,Mini 5-doors
"Peugeot 2008, 2018",₪ 46 900,94 000 km,4th hand,Gasoline,1.2 l,110 hp,Automatic,FWD,White,Estate 5-door
"SEAT Ibiza, 2023",₪ 108 000,13 000 km,1st hand,Gasoline,1.5 l,150 hp,Robotic,FWD,White,Mini 5-doors
"Suzuki SX4, 2011",₪ 19 900,152 000 km,3rd hand,Gasoline,1.6 l,120 hp,Automatic,FWD,Black,Sedan
"Mitsubishi Outlander, 2017",₪ 87 500,132 000 km,1st hand,Gasoline,2.0 l,150 hp,Variable,FWD,White,SUV 5-doors
"Peugeot 208, 2015",₪ 28 900,138 000 km,1st hand,Gasoline,1.6 l,120 hp,Automatic,FWD,White,Mini 5-doors
"Fiat 500, 2015",₪ 25 900,79 000 km,4th hand,Gasoline,1.2 l,69 hp,Robotic,FWD,Grey,Mini 3-doors
"Kia Sportage, 2019",₪ 92 900,58 000 km,1st hand,Gasoline,1.6 l,177 hp,Robotic,4x4,White,SUV 5-doors
"Renault Clio, 2018",₪ 39 900,101 000 km,1st hand,Gasoline,1.2 l,118 hp,Robotic,FWD,Silver,Mini 5-doors
"Hyundai Accent, 2010",₪ 13 900,121 000 km,3rd hand,Gasoline,1.4 l,97 hp,Automatic,FWD,Silver,Sedan
"Subaru B4, 2013",₪ 39 900,87 000 km,1st hand,Gasoline,2.0 l,150 hp,Variable,4x4,White,Sedan
"Skoda Octavia, 2016",₪ 44 900,175 000 km,3rd hand,Gasoline,1.2 l,110 hp,Robotic,FWD,White,Estate 5-door
"Citroen Berlingo, 2015",₪ 29 900,152 000 km,3rd hand,Diesel,1.6 l,75 hp,Manual,FWD,White,Compact Van
"Mazda 6, 2015",₪ 47 000,149 500 km,2nd hand,Gasoline,2.5 l,188 hp,Automatic,FWD,White,Sedan
"Skoda Octavia, 2016",₪ 51 500,137 000 km,2nd hand,Gasoline,1.2 l,110 hp,Robotic,FWD,Black,Liftback
"Peugeot 2008, 2016",₪ 34 900,98 900 km,1st hand,Gasoline,1.2 l,110 hp,Automatic,FWD,Grey,Estate 5-door
"BMW X3, 2007",₪ 32 999,290 000 km,3rd hand,Diesel,3.0 l,218 hp,Automatic,4x4,Light Grey,SUV 5-doors
"Mazda CX-5, 2012",₪ 47 900,173 600 km,4th hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Grey,SUV 5-doors
"Volkswagen Jetta, 2012",₪ 23 000,128 500 km,2nd hand,Gasoline,1.2 l,105 hp,Robotic,FWD,White,Sedan
"Kia Picanto, 2012",₪ 31 000,110 000 km,3rd hand,Gasoline,1.2 l,85 hp,Automatic,FWD,Silver,Mini 5-doors
"Suzuki Jimny, 2016",₪ 65 900,156 000 km,1st hand,Gasoline,1.3 l,85 hp,Manual,4x4,Silver,SUV 3-doors
"Hyundai Tucson, 2016",₪ 68 000,119 000 km,1st hand,Gasoline,2.0 l,155 hp,Robotic,FWD,Beige,SUV 5-doors
"Volkswagen Polo, 2008",₪ 17 500,119 000 km,4th hand,Gasoline,1.4 l,80 hp,Automatic,FWD,Black,Mini 5-doors
"Chevrolet Trax, 2014",₪ 29 900,118 500 km,3rd hand,Gasoline,1.4 l,140 hp,Automatic,FWD,Black,SUV 5-doors
"Suzuki SX4, 2015",₪ 52 900,42 200 km,1st hand,Gasoline,1.6 l,118 hp,Variable,FWD,White,SUV 5-doors
"Volkswagen Polo, 2008",₪ 15 500,122 000 km,2nd hand,Gasoline,1.4 l,80 hp,Manual,FWD,Grey,Mini 5-doors
"Honda Civic, 2017",₪ 46 900,134 000 km,2nd hand,Gasoline,1.8 l,142 hp,Automatic,FWD,Light Grey,Estate 5-door
"Ford Kuga, 2013",₪ 33 900,166 500 km,3rd hand,Gasoline,1.6 l,182 hp,Automatic,4x4,Silver,SUV 5-doors
"Toyota RAV4, 2018",₪ 88 900,133 500 km,1st hand,Gasoline,2.0 l,152 hp,Variable,4x4,Grey,SUV 5-doors
"Mazda 2, 2011",₪ 17 900,181 000 km,2nd hand,Gasoline,1.5 l,103 hp,Automatic,FWD,Blue,Sedan
"Honda CR-V, 2015",₪ 68 900,131 500 km,2nd hand,Gasoline,2.0 l,155 hp,Automatic,4x4,White,SUV 5-doors
"Kia Picanto, 2016",₪ 39 900,124 000 km,2nd hand,Gasoline,1.2 l,85 hp,Automatic,FWD,White,Mini 5-doors
"Hyundai i20, 2017",₪ 51 900,129 000 km,1st hand,Gasoline,1.4 l,100 hp,Automatic,FWD,Silver,Mini 5-doors
"Hyundai i30, 2012",₪ 39 900,83 000 km,2nd hand,Gasoline,1.6 l,135 hp,Automatic,FWD,Silver,Hatchback 5-door
"Suzuki Crossover, 2021",₪ 95 900,52 500 km,1st hand,Gasoline,1.4 l,140 hp,Automatic,FWD,Silver,SUV 5-doors
"Mazda 2, 2008",₪ 17 900,183 000 km,4th hand,Gasoline,1.5 l,103 hp,Automatic,FWD,White,Mini 5-doors
"Suzuki Crossover, 2020",₪ 92 900,27 900 km,1st hand,Gasoline,1.4 l,140 hp,Automatic,FWD,Grey,SUV 5-doors
"Mazda 3, 2014",₪ 41 500,146 000 km,2nd hand,Gasoline,1.5 l,120 hp,Automatic,FWD,White,Sedan
"Citroen DS5, 2013",₪ 32 900,180 000 km,3rd hand,Gasoline,1.6 l,150 hp,Automatic,FWD,White,Hatchback 5-door
"Nissan Qashqai, 2017",₪ 65 000,69 900 km,2nd hand,Gasoline,1.2 l,115 hp,Variable,FWD,Grey,SUV 5-doors
"Mazda 3, 2014",₪ 37 900,142 000 km,3rd hand,Gasoline,1.5 l,120 hp,Automatic,FWD,Grey,Sedan
"Toyota Auris, 2015",₪ 54 000,156 000 km,2nd hand,Hybrid,1.8 l,99 hp,Variable,FWD,White,Estate 5-door
"Suzuki Vitara, 2017",₪ 68 900,114 000 km,1st hand,Gasoline,1.6 l,119 hp,Automatic,FWD,Light blue,SUV 5-doors
"Hyundai i35, 2015",₪ 45 500,104 000 km,2nd hand,Gasoline,1.6 l,132 hp,Automatic,FWD,Red,Sedan
"Ford Focus, 2013",₪ 15 500,158 000 km,2nd hand,Gasoline,1.6 l,125 hp,Robotic,FWD,White,Sedan
"Mitsubishi Outlander, 2013",₪ 39 900,172 000 km,2nd hand,Gasoline,2.0 l,150 hp,Variable,FWD,White,SUV 5-doors
"Ford Focus, 2007",₪ 7 900,239 000 km,3rd hand,Gasoline,1.6 l,100 hp,Automatic,FWD,Silver,Sedan
"Kia Ceed, 2014",₪ 32 500,101 000 km,1st hand,Gasoline,1.6 l,135 hp,Robotic,FWD,Red,Hatchback 5-door
"Kia Sportage, 2019",₪ 79 900,92 000 km,1st hand,Diesel,1.6 l,136 hp,Robotic,FWD,Black,SUV 5-doors
"Opel Astra, 2017",₪ 27 000,172 000 km,1st hand,Diesel,1.6 l,136 hp,Automatic,FWD,Silver,Sedan
"Hyundai i35, 2012",₪ 31 900,136 000 km,3rd hand,Gasoline,1.6 l,132 hp,Automatic,FWD,Grey,Sedan
"Citroen Berlingo, 2020",₪ 91 900,82 000 km,2nd hand,Diesel,1.5 l,130 hp,Automatic,FWD,White,Van
"Nissan Juke, 2015",₪ 45 900,69 000 km,1st hand,Gasoline,1.6 l,117 hp,Variable,FWD,Blue,SUV 5-doors
"Chevrolet Cruze, 2011",₪ 9 900,223 000 km,3rd hand,Gasoline,1.6 l,124 hp,Automatic,FWD,Black,Sedan
"Hyundai i10, 2015",₪ 33 900,65 000 km,1st hand,Gasoline,1.0 l,67 hp,Manual,FWD,Blue,Mini 5-doors
"Peugeot 208, 2019",₪ 58 900,47 000 km,1st hand,Gasoline,1.2 l,110 hp,Automatic,FWD,Red,Mini 5-doors
"Hyundai Elantra, 2020",₪ 91 900,29 000 km,1st hand,Gasoline,1.6 l,127 hp,Automatic,FWD,White,Sedan
"Chevrolet Trax, 2017",₪ 49 900,132 000 km,1st hand,Gasoline,1.4 l,138 hp,Automatic,FWD,Black,SUV 5-doors
"Volkswagen Touran, 2010",₪ 23 900,162 000 km,2nd hand,Gasoline,1.4 l,140 hp,Robotic,FWD,Grey,Compact Van
"Renault Kadjar, 2018",₪ 68 000,145 000 km,3rd hand,Diesel,1.5 l,110 hp,Robotic,FWD,Black,SUV 5-doors
"Hyundai i30, 2012",₪ 19 999,200 000 km,3rd hand,Gasoline,1.6 l,126 hp,Automatic,FWD,Silver,Estate 5-door
"Kia Sportage, 2016",₪ 61 900,89 000 km,2nd hand,Gasoline,1.6 l,133 hp,Automatic,FWD,Beige,SUV 5-doors
"Audi Q7, 2016",₪ 132 000,228 000 km,3rd hand,Diesel,3.0 l,218 hp,Automatic,4x4,Black,SUV 5-doors
"Subaru XV, 2020",₪ 96 900,90 000 km,1st hand,Gasoline,2.0 l,152 hp,Variable,4x4,Light blue,SUV 5-doors
"Chevrolet Cruze, 2015",₪ 15 900,137 000 km,3rd hand,Gasoline,1.4 l,140 hp,Automatic,FWD,White,Sedan
"Hyundai Tucson, 2018",₪ 72 900,124 000 km,2nd hand,Gasoline,2.0 l,155 hp,Robotic,FWD,White,SUV 5-doors
"Chevrolet Orlando, 2018",₪ 63 000,69 300 km,2nd hand,Gasoline,1.4 l,140 hp,Automatic,FWD,White,Compact Van
"Nissan Qashqai, 2017",₪ 66 900,77 000 km,2nd hand,Gasoline,1.2 l,115 hp,Variable,FWD,Blue,SUV 5-doors
"Citroen Berlingo, 2018",₪ 52 900,97 000 km,2nd hand,Diesel,1.6 l,75 hp,Manual,FWD,White,Compact Van
"MG 350, 2015",₪ 23 900,108 000 km,2nd hand,Gasoline,1.5 l,126 hp,Automatic,FWD,Black,Sedan
"Kia Ceed, 2014",₪ 29 900,148 000 km,2nd hand,Gasoline,1.6 l,135 hp,Robotic,FWD,Silver,Estate 5-door
"Hyundai i25, 2011",₪ 25 500,153 000 km,2nd hand,Gasoline,1.4 l,109 hp,Automatic,FWD,Silver,Sedan
"Kia Forte, 2010",₪ 26 500,98 000 km,1st hand,Gasoline,1.6 l,126 hp,Automatic,FWD,Black,Sedan
"Nissan Qashqai, 2015",₪ 55 000,128 000 km,2nd hand,Diesel,1.6 l,130 hp,Variable,FWD,White,SUV 5-doors
"Opel Astra, 2016",₪ 29 900,138 000 km,4th hand,Gasoline,1.4 l,140 hp,Automatic,FWD,Black,Hatchback 5-door
"Chevrolet Cruze, 2015",₪ 16 900,99 876 km,3rd hand,Gasoline,1.4 l,140 hp,Automatic,FWD,Grey,Sedan
"Chevrolet Cruze, 2018",₪ 31 900,95 500 km,3rd hand,Gasoline,1.4 l,153 hp,Automatic,FWD,Blue,Sedan
"Honda Civic, 2016",₪ 49 900,89 500 km,1st hand,Gasoline,1.8 l,142 hp,Automatic,FWD,Grey,Hatchback 5-door
"Citroen C4 Cactus, 2017",₪ 30 999,90 000 km,2nd hand,Gasoline,1.2 l,110 hp,Manual,FWD,Black,SUV 5-doors
"Mazda CX-5, 2020",₪ 124 900,78 000 km,2nd hand,Gasoline,2.0 l,165 hp,Automatic,FWD,White,SUV 5-doors
"Skoda Rapid, 2014",₪ 29 900,162 000 km,1st hand,Gasoline,1.4 l,122 hp,Robotic,FWD,Blue,Liftback
"Opel Mokka, 2017",₪ 55 900,107 000 km,2nd hand,Gasoline,1.4 l,140 hp,Automatic,FWD,White,SUV 5-doors
"Kia Niro, 2023",₪ 154 900,13 000 km,1st hand,Plug-in Hybrid,1.6 l,183 hp,Robotic,FWD,Grey,SUV 5-doors
"Volkswagen Passat, 2013",₪ 34 900,156 000 km,4th hand,Gasoline,1.8 l,160 hp,Robotic,FWD,Grey,Sedan
"Suzuki Vitara, 2021",₪ 114 900,46 000 km,2nd hand,Gasoline,1.4 l,140 hp,Automatic,4x4,White,SUV 5-doors
"Mazda 2, 2016",₪ 53 900,111 200 km,2nd hand,Gasoline,1.5 l,111 hp,Automatic,FWD,Blue,Mini 5-doors
"Volkswagen Golf Plus, 2011",₪ 28 500,79 000 km,1st hand,Gasoline,1.6 l,102 hp,Robotic,FWD,Silver,Hatchback 5-door
"Toyota Prius, 2014",₪ 39 900,173 000 km,1st hand,Hybrid,1.8 l,136 hp,Automatic,FWD,Silver,Liftback
"Kia Picanto, 2015",₪ 32 900,124 000 km,2nd hand,Gasoline,1.2 l,85 hp,Automatic,FWD,Red,Mini 5-doors
"Hyundai Tucson, 2019",₪ 94 900,55 600 km,2nd hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Beige,SUV 5-doors
"Hyundai i10, 2020",₪ 61 900,49 500 km,2nd hand,Gasoline,1.2 l,84 hp,Robotic,FWD,Grey,Mini 5-doors
"Renault Fluence, 2014",₪ 16 999,321 000 km,3rd hand,Diesel,1.5 l,110 hp,Manual,FWD,Beige,Sedan
"Skoda Superb, 2010",₪ 24 000,189 000 km,4th hand,Gasoline,1.8 l,160 hp,Robotic,FWD,Silver,Liftback
"Ford Edge, 2009",₪ 30 000,170 000 km,4th hand,Gasoline,3.5 l,265 hp,Automatic,4x4,Black,SUV 5-doors
"Honda CR-V, 2016",₪ 65 000,168 700 km,4th hand,Gasoline,2.0 l,155 hp,Automatic,4x4,Light Grey,SUV 5-doors
"Volkswagen Jetta, 2007",₪ 16 000,291 300 km,3rd hand,Gasoline,2.0 l,150 hp,Automatic,FWD,Bronze,Sedan
"JAC e-S2, 2022",₪ 86 000,50 000 km,1st hand,Electro,,115 hp,Automatic,FWD,White,SUV 5-doors
"Mitsubishi Outlander, 2014",₪ 62 000,220 000 km,2nd hand,Gasoline,2.0 l,150 hp,Variable,4x4,White,SUV 5-doors
"Chevrolet Cruze, 2015",₪ 29 000,180 000 km,2nd hand,Gasoline,1.4 l,140 hp,Automatic,FWD,Black,Estate 5-door
"Volvo XC40, 2022",₪ 240 000,30 000 km,1st hand,Electro,,408 hp,Automatic,4x4,Grey,SUV 5-doors
"Hyundai Tucson, 2022",₪ 150 000,19 000 km,1st hand,Gasoline,1.6 l,180 hp,Robotic,FWD,Grey,SUV 5-doors
"Land Rover Freelander, 2008",₪ 38 000,478 000 km,4th hand,Diesel,2.2 l,160 hp,Automatic,4x4,Black,SUV 5-doors
"Honda CR-V, 2015",₪ 64 000,133 000 km,3rd hand,Gasoline,2.0 l,155 hp,Automatic,4x4,Black,SUV 5-doors
"Honda Civic, 2007",₪ 11 500,225 000 km,3rd hand,Gasoline,1.8 l,140 hp,Automatic,FWD,Silver,Sedan
"Citroen C3, 2021",₪ 69 500,24 000 km,1st hand,Gasoline,1.2 l,110 hp,Automatic,FWD,White,Mini 5-doors
"Hyundai i20, 2013",₪ 30 000,171 000 km,3rd hand,Gasoline,1.4 l,100 hp,Automatic,FWD,Grey,Mini 5-doors
"Nissan Qashqai, 2010",₪ 26 000,174 000 km,3rd hand,Gasoline,2.0 l,140 hp,Variable,FWD,Silver,SUV 5-doors
"Mazda 6, 2005",₪ 8 000,163 000 km,3rd hand,Gasoline,2.0 l,147 hp,Automatic,FWD,Grey,Sedan
"Hyundai i10, 2013",₪ 14 499,135 700 km,4th hand,Gasoline,1.1 l,69 hp,Manual,FWD,Grey,Mini 5-doors
"SEAT Arona, 2023",₪ 110 000,10 500 km,1st hand,Gasoline,1.0 l,110 hp,Robotic,FWD,Blue,SUV 5-doors
"Hyundai i10, 2017",₪ 48 900,80 000 km,3rd hand,Gasoline,1.2 l,87 hp,Automatic,FWD,White,Mini 5-doors
"MG ZS, 2018",₪ 53 500,71 000 km,1st hand,Gasoline,1.0 l,110 hp,Automatic,FWD,Red,SUV 5-doors
"Chevrolet Trax, 2015",₪ 28 000,206 000 km,3rd hand,Gasoline,1.4 l,140 hp,Automatic,FWD,Red,SUV 5-doors
"Hyundai Tucson, 2018",₪ 92 500,111 000 km,1st hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Black,SUV 5-doors
"Kia Niro, 2018",₪ 78 000,144 000 km,2nd hand,Hybrid,1.6 l,141 hp,Robotic,FWD,White,SUV 5-doors
"Kia Forte, 2012",₪ 17 000,216 000 km,2nd hand,Gasoline,1.6 l,126 hp,Automatic,FWD,Silver,Sedan
"Hyundai i10, 2011",₪ 16 800,98 300 km,1st hand,Gasoline,1.1 l,69 hp,Manual,FWD,Silver,Mini 5-doors
"Toyota Corolla, 2011",₪ 23 000,240 000 km,2nd hand,Gasoline,1.6 l,124 hp,Automatic,FWD,Light blue,Sedan
"Volkswagen Golf GTI, 2018",₪ 140 000,114 000 km,3rd hand,Gasoline,2.0 l,230 hp,Robotic,FWD,Blue,Hatchback 5-door
"SEAT Leon, 2013",₪ 39 000,128 000 km,3rd hand,Gasoline,1.8 l,160 hp,Robotic,FWD,Black,Hatchback 5-door
"Ford Tourneo Connect, 2004",₪ 16 000,330 365 km,4th hand,Diesel,1.8 l,90 hp,Manual,FWD,White,Compact Van
"Hyundai IONIQ, 2019",₪ 82 000,89 000 km,3rd hand,Hybrid,1.6 l,141 hp,Robotic,FWD,White,Hatchback 5-door
"Skoda Kodiaq, 2018",₪ 100 000,176 000 km,2nd hand,Gasoline,1.4 l,150 hp,Robotic,FWD,Silver,SUV 5-doors
"Mercedes C-Class, 2012",₪ 50 000,234 000 km,2nd hand,Gasoline,1.8 l,156 hp,Automatic,RWD,Black,Sedan
"Honda Civic, 2001",₪ 6 000,285 000 km,4th hand,Gasoline,1.6 l,110 hp,Automatic,FWD,Bronze,Sedan
"Hyundai i10, 2011",₪ 20 000,125 000 km,3rd hand,Gasoline,1.1 l,69 hp,Automatic,FWD,Red,Mini 5-doors
"Kia Picanto, 2021",₪ 72 000,40 000 km,1st hand,Gasoline,1.2 l,84 hp,Robotic,FWD,Beige,Mini 5-doors
"Chevrolet Traverse, 2014",₪ 57 000,153 000 km,1st hand,Gasoline,3.6 l,281 hp,Automatic,FWD,Grey,SUV 5-doors
"Honda CR-V, 2014",₪ 53 000,202 000 km,1st hand,Gasoline,2.0 l,155 hp,Automatic,4x4,White,SUV 5-doors
"Honda Civic, 2007",₪ 12 000,300 000 km,3rd hand,Hybrid,1.3 l,95 hp,Variable,FWD,Bronze,Sedan
"Mitsubishi Outlander, 2017",₪ 88 000,110 900 km,3rd hand,Gasoline,2.0 l,150 hp,Variable,FWD,Silver,SUV 5-doors
"Peugeot 3008, 2020",₪ 112 000,37 500 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,White,SUV 5-doors
"SEAT Leon, 2015",₪ 33 000,160 000 km,2nd hand,Gasoline,1.2 l,105 hp,Robotic,FWD,Grey,Estate 5-door
"Hyundai i25, 2013",₪ 26 500,175 000 km,3rd hand,Gasoline,1.4 l,109 hp,Automatic,FWD,White,Sedan
"Nissan Qashqai, 2012",₪ 27 500,142 000 km,4th hand,Gasoline,2.0 l,140 hp,Variable,FWD,Grey,SUV 5-doors
"Nissan Qashqai, 2019",₪ 95 000,46 000 km,1st hand,Diesel,1.5 l,115 hp,Robotic,FWD,Silver,SUV 5-doors
"Kia Sportage, 2016",₪ 64 000,88 000 km,1st hand,Gasoline,1.6 l,132 hp,Automatic,FWD,Black,SUV 5-doors
"Skoda Octavia, 2013",₪ 25 000,276 000 km,3rd hand,Gasoline,1.2 l,105 hp,Robotic,FWD,Grey,Liftback
"Toyota C-HR, 2017",₪ 90 000,150 000 km,1st hand,Hybrid,1.8 l,122 hp,Automatic,FWD,Silver,SUV 5-doors
"Renault Clio, 2013",₪ 19 500,165 000 km,4th hand,Gasoline,1.2 l,118 hp,Robotic,FWD,Silver,Estate 5-door
"Nissan Qashqai, 2016",₪ 48 000,171 520 km,3rd hand,Diesel,1.6 l,130 hp,Variable,FWD,White,SUV 5-doors
"Hyundai Tucson, 2019",₪ 110 000,69 997 km,2nd hand,Gasoline,1.6 l,177 hp,Robotic,FWD,Beige,SUV 5-doors
"Subaru XV, 2015",₪ 52 000,126 600 km,2nd hand,Gasoline,1.6 l,114 hp,Variable,4x4,Brown,SUV 5-doors
"Hyundai i10, 2021",₪ 63 500,15 350 km,1st hand,Gasoline,1.2 l,84 hp,Robotic,FWD,Light blue,Mini 5-doors
"Nissan Terrano, 2002",₪ 16 000,330 000 km,3rd hand,Diesel,2.7 l,125 hp,Automatic,4x4,Red,SUV 5-doors
"Hyundai Veloster, 2012",₪ 28 000,182 000 km,4th hand,Gasoline,1.6 l,140 hp,Manual,FWD,Black,Hatchback 4-door
"Mercedes GLA, 2015",₪ 85 000,68 000 km,3rd hand,Gasoline,2.0 l,211 hp,Robotic,4x4,White,SUV 5-doors
"Cadillac SRX, 2016",₪ 65 000,87 000 km,3rd hand,Gasoline,3.6 l,308 hp,Automatic,FWD,White,SUV 5-doors
"Ford Edge, 2014",₪ 49 000,205 000 km,1st hand,Gasoline,2.0 l,240 hp,Automatic,FWD,Black,SUV 5-doors
"Toyota Land Cruiser, 2015",₪ 160 000,327 000 km,2nd hand,Diesel,2.8 l,177 hp,Automatic,4x4,Black,SUV 3-doors
"Subaru Impreza, 2010",₪ 15 900,150 000 km,3rd hand,Gasoline,1.5 l,107 hp,Automatic,FWD,Green,Sedan
"Chrysler Grand Voyager, 2013",₪ 43 000,145 000 km,3rd hand,Gasoline,3.6 l,279 hp,Automatic,FWD,Beige,Minivan
"Nissan Sentra, 2017",₪ 39 500,128 000 km,2nd hand,Gasoline,1.8 l,130 hp,Variable,FWD,Silver,Sedan
"Hyundai i30, 2009",₪ 9 000,218 200 km,4th hand,Gasoline,1.6 l,124 hp,Automatic,FWD,Red,Estate 5-door
"Chery FX, 2023",₪ 125 000,17 000 km,2nd hand,Gasoline,1.6 l,186 hp,Robotic,FWD,Black,SUV 5-doors
"Hyundai Kona, 2020",₪ 94 000,44 000 km,1st hand,Gasoline,1.6 l,177 hp,Robotic,4x4,Black,SUV 5-doors
"Citroen Berlingo, 2015",₪ 30 000,300 000 km,4th hand,Gasoline,1.6 l,90 hp,Manual,FWD,White,Van
"MINI Hatch, 2022",₪ 175 000,46 000 km,1st hand,Electro,,184 hp,Automatic,FWD,Black,Mini 3-doors
"Peugeot 206, 2002",₪ 25 000,166 000 km,4th hand,Gasoline,1.6 l,109 hp,Automatic,FWD,White,Cabrio
"Mazda 3, 2009",₪ 10 900,260 000 km,3rd hand,Gasoline,1.6 l,105 hp,Automatic,FWD,Brown,Sedan
"Mitsubishi Outlander, 2017",₪ 81 400,85 420 km,2nd hand,Gasoline,2.0 l,150 hp,Variable,FWD,Silver,SUV 5-doors
"Nissan Qashqai +2, 2009",₪ 28 000,225 000 km,3rd hand,Gasoline,2.0 l,141 hp,Variable,4x4,Black,SUV 5-doors
"Mitsubishi Grandis, 2008",₪ 25 000,198 000 km,3rd hand,Gasoline,2.4 l,165 hp,Automatic,FWD,Grey,Minivan
"Jeep Wrangler, 1997",₪ 150 000,98 000 km,4th hand,Gasoline,4.0 l,192 hp,Automatic,4x4,Green,SUV cabriolet
"Honda Civic, 2009",₪ 22 000,135 000 km,3rd hand,Gasoline,1.8 l,140 hp,Automatic,FWD,White,Sedan
"Mitsubishi Space Star, 2021",₪ 62 000,18 000 km,2nd hand,Gasoline,1.2 l,71 hp,Variable,FWD,Silver,Hatchback 5-door
"Mitsubishi Pajero, 2003",₪ 30 000,380 000 km,4th hand,Diesel,3.2 l,165 hp,Automatic,4x4,Silver,SUV 3-doors
"Jeep Wrangler, 2014",₪ 200 000,145 000 km,1st hand,Gasoline,3.6 l,280 hp,Automatic,4x4,Grey,SUV 5-doors
"Opel Mokka, 2016",₪ 34 000,138 000 km,2nd hand,Gasoline,1.4 l,140 hp,Automatic,FWD,Silver,SUV 5-doors
"BMW X3, 2015",₪ 94 000,115 000 km,4th hand,Gasoline,2.0 l,184 hp,Automatic,4x4,Black,SUV 5-doors
"Subaru B4, 2017",₪ 88 000,21 600 km,1st hand,Gasoline,2.5 l,175 hp,Variable,4x4,White,Sedan
"Daihatsu Sirion, 2006",₪ 10 000,270 000 km,4th hand,Gasoline,1.3 l,87 hp,Automatic,FWD,Pink,Mini 5-doors
"Kia Niro, 2017",₪ 83 000,110 000 km,1st hand,Hybrid,1.6 l,141 hp,Robotic,FWD,Black,SUV 5-doors
"SsangYong Rexton, 2012",₪ 52 000,297 140 km,3rd hand,Diesel,2.7 l,163 hp,Automatic,4x4,Grey,SUV 5-doors
"Toyota Corolla, 2019",₪ 94 000,99 000 km,2nd hand,Hybrid,1.8 l,121 hp,Variable,FWD,Black,Sedan
"Land Rover Freelander, 2000",₪ 26 000,411 000 km,4th hand,Diesel,2.0 l,98 hp,Manual,4x4,Silver,SUV 5-doors
"Ford Focus, 2012",₪ 15 500,199 000 km,3rd hand,Gasoline,1.6 l,125 hp,Robotic,FWD,Black,Hatchback 5-door
"Hyundai Tucson, 2022",₪ 185 000,28 500 km,1st hand,Diesel,1.6 l,136 hp,Robotic,FWD,Grey,SUV 5-doors
